"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"enumOptions","enumOptions","i","LEnumOptions;","Lhr;","GuiSmallButton","aa","net/minecraft/src","0"
"field_21065_a","field_21065_a","a","F","F","EntityNoteFX","ad","net/minecraft/src","0"
"entityHashMap","entityHashMap","b","Ljava/util/Map;","Ljava/util/Map;","TileEntityMobSpawnerRenderer","af","net/minecraft/src","0"
"field_28056_c","field_28056_c","c","[B","[B","Packet131MapData","ah","net/minecraft/src","0"
"field_28055_a","field_28055_a","a","S","S","Packet131MapData","ah","net/minecraft/src","0"
"field_28054_b","field_28054_b","b","S","S","Packet131MapData","ah","net/minecraft/src","0"
"yCoord","yCoord","b","D","D","NoiseGeneratorPerlin","al","net/minecraft/src","0"
"xCoord","xCoord","a","D","D","NoiseGeneratorPerlin","al","net/minecraft/src","0"
"zCoord","zCoord","c","D","D","NoiseGeneratorPerlin","al","net/minecraft/src","0"
"permutations","permutations","d","[I","[I","NoiseGeneratorPerlin","al","net/minecraft/src","0"
"field_27320_a","field_27320_a","a","LJ_JsonFormatter;","Lmf;","J_JsonNodeDoesNotMatchPathElementsException","an","net/minecraft/src","0"
"field_28059_b","field_28059_b","b","I","I","WorldGenTallGrass","ao","net/minecraft/src","0"
"field_28060_a","field_28060_a","a","I","I","WorldGenTallGrass","ao","net/minecraft/src","0"
"NULL","NULL","g","LEnumJsonNodeType;","Las;","EnumJsonNodeType","as","net/minecraft/src","0"
"NUMBER","NUMBER","d","LEnumJsonNodeType;","Las;","EnumJsonNodeType","as","net/minecraft/src","0"
"STRING","STRING","c","LEnumJsonNodeType;","Las;","EnumJsonNodeType","as","net/minecraft/src","0"
"FALSE","FALSE","f","LEnumJsonNodeType;","Las;","EnumJsonNodeType","as","net/minecraft/src","0"
"$VALUES","$VALUES","$VALUES","[LEnumJsonNodeType;","[Las;","EnumJsonNodeType","as","net/minecraft/src","0"
"TRUE","TRUE","e","LEnumJsonNodeType;","Las;","EnumJsonNodeType","as","net/minecraft/src","0"
"ARRAY","ARRAY","b","LEnumJsonNodeType;","Las;","EnumJsonNodeType","as","net/minecraft/src","0"
"OBJECT","OBJECT","a","LEnumJsonNodeType;","Las;","EnumJsonNodeType","as","net/minecraft/src","0"
"blocksEffectiveAgainst","blocksEffectiveAgainst","bj","[LBlock;","[Lun;","ItemPickaxe","at","net/minecraft/src","0"
"field_30001_a","field_30001_a","a","LCanvasIsomPreview;","Lbc;","net/minecraft/isom/IsomPreviewApplet","net/minecraft/isom/IsomPreviewApplet","net/minecraft/isom","0"
"field_4229_i","field_4229_i","i","D","D","TextureCompassFX","au","net/minecraft/src","0"
"mc","mc","g","Lnet/minecraft/client/Minecraft;","Lnet/minecraft/client/Minecraft;","TextureCompassFX","au","net/minecraft/src","0"
"field_4228_j","field_4228_j","j","D","D","TextureCompassFX","au","net/minecraft/src","0"
"compassIconImageData","compassIconImageData","h","[I","[I","TextureCompassFX","au","net/minecraft/src","0"
"imageData","imageData","a","[B","[B","TextureFX","av","net/minecraft/src","0"
"anaglyphEnabled","anaglyphEnabled","c","Z","Z","TextureFX","av","net/minecraft/src","0"
"iconIndex","iconIndex","b","I","I","TextureFX","av","net/minecraft/src","0"
"tileSize","tileSize","e","I","I","TextureFX","av","net/minecraft/src","0"
"textureId","textureId","d","I","I","TextureFX","av","net/minecraft/src","0"
"tileImage","tileImage","f","I","I","TextureFX","av","net/minecraft/src","0"
"field_28218_e","field_28218_e","e","LMapData;","Lir;","MapCoord","aw","net/minecraft/src","0"
"field_28217_a","field_28217_a","a","B","B","MapCoord","aw","net/minecraft/src","0"
"field_28220_c","field_28220_c","c","B","B","MapCoord","aw","net/minecraft/src","0"
"field_28216_b","field_28216_b","b","B","B","MapCoord","aw","net/minecraft/src","0"
"field_28219_d","field_28219_d","d","B","B","MapCoord","aw","net/minecraft/src","0"
"dispenserContents","dispenserContents","a","[LItemStack;","[Liw;","TileEntityDispenser","ay","net/minecraft/src","0"
"dispenserRandom","dispenserRandom","b","Ljava/util/Random;","Ljava/util/Random;","TileEntityDispenser","ay","net/minecraft/src","0"
"renderBlocks","renderBlocks","e","LRenderBlocks;","Lct;","RenderItem","ba","net/minecraft/src","0"
"random","random","f","Ljava/util/Random;","Ljava/util/Random;","RenderItem","ba","net/minecraft/src","0"
"field_27004_a","field_27004_a","a","Z","Z","RenderItem","ba","net/minecraft/src","0"
"isFull","isFull","a","I","I","ItemBucket","bb","net/minecraft/src","0"
"dataFolder","dataFolder","e","Ljava/io/File;","Ljava/io/File;","CanvasIsomPreview","bc","net/minecraft/src","0"
"field_1793_a","field_1793_a","a","I","I","CanvasIsomPreview","bc","net/minecraft/src","0"
"field_1785_i","field_1785_i","i","I","I","CanvasIsomPreview","bc","net/minecraft/src","0"
"field_1784_j","field_1784_j","j","I","I","CanvasIsomPreview","bc","net/minecraft/src","0"
"yPosition","yPosition","l","I","I","CanvasIsomPreview","bc","net/minecraft/src","0"
"displayHelpText","displayHelpText","c","Z","Z","CanvasIsomPreview","bc","net/minecraft/src","0"
"imageBuffers","imageBuffers","h","[[LIsoImageBuffer;","[[Lqz;","CanvasIsomPreview","bc","net/minecraft/src","0"
"zoomLevel","zoomLevel","b","I","I","CanvasIsomPreview","bc","net/minecraft/src","0"
"xPosition","xPosition","k","I","I","CanvasIsomPreview","bc","net/minecraft/src","0"
"running","running","f","Z","Z","CanvasIsomPreview","bc","net/minecraft/src","0"
"worldObj","worldObj","d","LWorld;","Lfb;","CanvasIsomPreview","bc","net/minecraft/src","0"
"imageBufferList","imageBufferList","g","Ljava/util/List;","Ljava/util/List;","CanvasIsomPreview","bc","net/minecraft/src","0"
"plantBlockId","plantBlockId","a","I","I","WorldGenFlowers","bd","net/minecraft/src","0"
"soundName","soundName","a","Ljava/lang/String;","Ljava/lang/String;","SoundPoolEntry","bg","net/minecraft/src","0"
"soundUrl","soundUrl","b","Ljava/net/URL;","Ljava/net/URL;","SoundPoolEntry","bg","net/minecraft/src","0"
"spawnRarityRate","spawnRarityRate","b","I","I","SpawnListEntry","bi","net/minecraft/src","0"
"entityClass","entityClass","a","Ljava/lang/Class;","Ljava/lang/Class;","SpawnListEntry","bi","net/minecraft/src","0"
"baseIndexInPNG","baseIndexInPNG","c","I","I","BlockLeaves","bj","net/minecraft/src","0"
"adjacentTreeBlocks","adjacentTreeBlocks","a","[I","[I","BlockLeaves","bj","net/minecraft/src","0"
"burnTime","burnTime","c","I","I","ContainerFurnace","bk","net/minecraft/src","0"
"cookTime","cookTime","b","I","I","ContainerFurnace","bk","net/minecraft/src","0"
"furnace","furnace","a","LTileEntityFurnace;","Lsf;","ContainerFurnace","bk","net/minecraft/src","0"
"itemBurnTime","itemBurnTime","h","I","I","ContainerFurnace","bk","net/minecraft/src","0"
"attackCounter","attackCounter","f","I","I","EntityGhast","bn","net/minecraft/src","0"
"prevAttackCounter","prevAttackCounter","e","I","I","EntityGhast","bn","net/minecraft/src","0"
"aggroCooldown","aggroCooldown","h","I","I","EntityGhast","bn","net/minecraft/src","0"
"waypointY","waypointY","c","D","D","EntityGhast","bn","net/minecraft/src","0"
"waypointX","waypointX","b","D","D","EntityGhast","bn","net/minecraft/src","0"
"waypointZ","waypointZ","d","D","D","EntityGhast","bn","net/minecraft/src","0"
"courseChangeCooldown","courseChangeCooldown","a","I","I","EntityGhast","bn","net/minecraft/src","0"
"targetedEntity","targetedEntity","g","LEntity;","Lsi;","EntityGhast","bn","net/minecraft/src","0"
"y","y","b","I","I","ChunkCoordinates","bp","net/minecraft/src","0"
"x","x","a","I","I","ChunkCoordinates","bp","net/minecraft/src","0"
"z","z","c","I","I","ChunkCoordinates","bp","net/minecraft/src","0"
"field_468_a","field_468_a","a","Z","Z","BlockRedstoneOre","bq","net/minecraft/src","0"
"vectorList","vectorList","d","Ljava/util/List;","Ljava/util/List;","Vec3D","br","net/minecraft/src","0"
"xCoord","xCoord","a","D","D","Vec3D","br","net/minecraft/src","0"
"nextVector","nextVector","e","I","I","Vec3D","br","net/minecraft/src","0"
"zCoord","zCoord","c","D","D","Vec3D","br","net/minecraft/src","0"
"yCoord","yCoord","b","D","D","Vec3D","br","net/minecraft/src","0"
"efficiencyOnProperMaterial","efficiencyOnProperMaterial","h","F","F","EnumToolMaterial","bs","net/minecraft/src","0"
"EMERALD","EMERALD","d","LEnumToolMaterial;","Lbs;","EnumToolMaterial","bs","net/minecraft/src","0"
